order_id,user_id,order_product_id,order_date,is_discounted,is_canceled
C000050,A0877,B023,2020-03-05,0,0
C000051,A0314,B055,2020-11-02,0,0
C000052,A0694,B030,2020-04-15,0,0
C000053,A0241,B001,2020-07-22,0,0
C000054,A0705,B041,2020-09-10,0,0
C000055,A0726,B002,2020-01-28,0,0
C000056,A0822,B006,2020-01-09,0,0
C000057,A0564,B024,2020-09-25,1,0
C000058,A0608,B015,2020-06-25,0,0
C000059,A0492,B007,2020-05-28,0,0
C000060,A0588,B036,2020-03-13,0,0
C000061,A0069,B021,2020-11-19,0,0
C000062,A0243,B024,2020-12-13,0,0
C000063,A0051,B051,2020-08-01,0,0
C000064,A0607,B020,2020-10-22,0,0
C000065,A0604,B060,2020-10-21,0,0
C000066,A0902,B041,2020-10-16,0,0
C000067,A0124,B026,2020-04-20,0,0
C000068,A0987,B027,2020-08-17,0,0
C000069,A0107,B049,2020-02-21,0,0
C000070,A0268,B029,2020-07-24,0,0
C000071,A0530,B010,2020-02-08,0,0
C000072,A0285,B024,2020-06-11,0,0
C000073,A0289,B047,2020-06-03,0,0
C000074,A0607,B040,2020-11-13,0,0
C000075,A0277,B048,2020-10-08,0,0
C000076,A0303,B023,2020-11-11,0,0
C000077,A0051,B022,2020-09-03,0,0
C000078,A0655,B018,2020-03-22,0,0
C000079,A0743,B006,2020-05-04,0,0
C000080,A0415,B015,2020-03-20,0,0
C000081,A0399,B002,2020-04-15,0,0
C000082,A0268,B001,2020-07-20,0,0
C000083,A0482,B037,2020-01-07,0,0
C000084,A0241,B024,2020-12-27,0,0
C000085,A0003,B002,2020-01-25,0,0
C000086,A0284,B037,2020-09-28,0,0
C000087,A0482,B056,2020-08-10,0,0
C000088,A0943,B018,2020-10-18,0,0
C000089,A0821,B031,2020-03-18,0,0
C000090,A0191,B023,2020-07-01,0,0
C000091,A0949,B033,2020-02-26,0,0
C000092,A0020,B046,2020-10-25,0,0
C000093,A0160,B048,2020-05-18,0,0
C000094,A0488,B025,2020-06-20,0,0
C000095,A0249,B040,2020-10-14,0,0
C000096,A0063,B023,2020-08-26,0,0
C000097,A0529,B017,2020-10-27,0,0
C000098,A0280,B026,2020-08-28,0,0
C000099,A0921,B013,2020-12-24,0,0
C000100,A0917,B044,2020-03-27,0,0
C000101,A0902,B003,2020-10-05,0,0
C000102,A0935,B022,2020-02-17,0,0
C000103,A0353,B023,2020-07-27,0,0
C000104,A0828,B040,2020-12-27,0,0
C000105,A0300,B018,2020-11-16,0,0
C000106,A0257,B056,2020-07-18,0,0
C000107,A0262,B016,2020-07-14,0,0
C000108,A0639,B049,2020-06-08,0,0
C000109,A0596,B035,2020-02-01,0,0
C000110,A0522,B048,2020-03-25,0,0
C000111,A0142,B026,2020-10-08,0,0
C000112,A0859,B020,2020-11-08,0,0
C000113,A0935,B001,2020-04-15,0,0
C000114,A0717,B056,2020-12-09,0,0
C000115,A0087,B040,2020-03-15,0,0
C000116,A0822,B031,2020-04-26,0,0
C000117,A0444,B049,2020-05-05,0,0
C000118,A0821,B043,2020-04-09,0,0
C000119,A0639,B048,2020-12-26,0,0
C000120,A0121,B019,2020-10-17,0,0
C000121,A0769,B006,2020-05-11,0,0
C000122,A0138,B019,2020-12-08,0,0
C000123,A0628,B010,2020-01-23,0,0
C000124,A0346,B009,2020-02-02,0,0
C000125,A0168,B006,2020-05-23,0,0
C000126,A0705,B021,2020-12-24,0,0
C000127,A0630,B027,2020-08-28,0,0
C000128,A0817,B001,2020-11-30,0,0
C000129,A0300,B014,2020-06-20,0,0
C000130,A0301,B033,2020-05-21,0,0
C000131,A0116,B018,2020-01-25,0,0
C000132,A0068,B020,2020-08-30,0,0
C000133,A0455,B051,2020-10-20,0,0
C000134,A0693,B029,2020-03-03,0,0
C000135,A0834,B038,2020-01-14,0,0
C000136,A0849,B001,2020-07-29,0,0
C000137,A0663,B027,2020-11-11,0,0
C000138,A0642,B047,2020-09-28,0,0
C000139,A0020,B049,2020-09-22,0,0
C000140,A0575,B039,2020-06-18,0,0
C000141,A0104,B028,2020-04-13,0,0
C000142,A0145,B014,2020-09-14,0,0
C000143,A0962,B017,2020-12-15,0,0
C000144,A0437,B017,2020-03-28,0,0
C000145,A0922,B051,2020-09-22,0,0
C000146,A0325,B031,2020-01-13,0,0
C000147,A0329,B055,2020-07-23,0,0
C000148,A0255,B021,2020-07-20,0,0
C000149,A0941,B022,2020-06-02,1,0
C000150,A0142,B035,2020-05-04,0,0
C000151,A0803,B036,2020-11-20,0,0
C000152,A0245,B020,2020-05-29,0,0
C000153,A0939,B020,2020-12-29,0,0
C000154,A0434,B056,2020-02-03,0,0
C000155,A0416,B022,2020-01-01,0,0
C000156,A0857,B014,2020-12-27,0,0
C000157,A0764,B032,2020-12-15,0,0
C000158,A0941,B031,2020-05-12,0,0
C000159,A0366,B013,2020-05-12,0,0
C000160,A0925,B020,2020-09-06,0,0
C000161,A0582,B038,2020-12-14,0,0
C000162,A0204,B037,2020-03-19,0,0
C000163,A0394,B051,2020-06-24,0,0
C000164,A0136,B016,2020-02-19,0,0
C000165,A0301,B025,2020-11-22,0,0
C000166,A0433,B004,2020-11-04,0,0
C000167,A0070,B058,2020-11-11,0,0
C000168,A0026,B051,2020-12-27,0,0
C000169,A0136,B033,2020-04-03,1,0
C000170,A0243,B021,2020-03-06,0,0
C000171,A0849,B057,2020-12-22,0,0
C000172,A0964,B005,2020-05-26,0,0
C000173,A0570,B017,2020-05-02,0,0
C000174,A0604,B037,2020-02-10,0,0
C000175,A0406,B035,2020-10-15,0,0
C000176,A0923,B025,2020-12-28,0,0
C000177,A0065,B001,2020-12-25,0,0
C000178,A0241,B037,2020-05-02,0,0
C000179,A0300,B014,2020-02-03,0,0
C000180,A0646,B048,2020-06-27,0,0
C000181,A0024,B041,2020-08-24,0,0
C000182,A0437,B041,2020-01-03,0,0
C000183,A0177,B020,2020-08-24,0,0
C000184,A0204,B031,2020-02-28,0,0
C000185,A0671,B020,2020-10-06,0,0
C000186,A0376,B013,2020-08-17,0,0
C000187,A0145,B023,2020-05-04,0,0
C000188,A0918,B020,2020-10-08,0,0
C000189,A0262,B022,2020-11-29,1,0
C000190,A0491,B047,2020-02-01,0,0
C000191,A0198,B020,2020-04-09,0,0
C000192,A0507,B031,2020-06-03,0,0
C000193,A0746,B017,2020-10-25,0,0
C000194,A0329,B053,2020-09-09,0,0
C000195,A0295,B009,2020-06-07,0,0
C000196,A0773,B017,2020-06-14,0,0
C000197,A0125,B008,2020-07-18,0,0
C000198,A0547,B008,2020-09-18,0,0
C000199,A0615,B040,2020-01-16,0,0
C000200,A0376,B040,2020-03-25,0,0
C000201,A0903,B055,2020-05-06,0,0
C000202,A0566,B020,2020-09-01,0,0
C000203,A0884,B020,2020-11-14,0,0
C000204,A0086,B020,2020-12-15,0,0
C000205,A0375,B002,2020-06-24,0,0
C000206,A0750,B040,2020-12-24,0,0
C000207,A0433,B024,2020-10-01,0,0
C000208,A0026,B037,2020-09-15,0,0
C000209,A0108,B023,2020-07-10,0,0
C000210,A0705,B034,2020-04-25,0,0
C000211,A0492,B038,2020-03-22,0,0
C000212,A0246,B018,2020-01-05,0,0
C000213,A0198,B017,2020-10-12,0,0
C000214,A0773,B031,2020-04-25,0,0
C000215,A0262,B028,2020-05-15,0,0
C000216,A0743,B024,2020-12-27,0,0
C000217,A0603,B018,2020-05-19,0,0
C000218,A0416,B022,2020-09-25,0,0
C000219,A0939,B019,2020-04-25,0,0
C000220,A0130,B046,2020-06-04,0,0
C000221,A0231,B005,2020-08-09,0,0
C000222,A0987,B046,2020-12-10,0,0
C000223,A0670,B023,2020-11-26,0,0
C000224,A0020,B036,2020-05-24,0,0
C000225,A0649,B022,2020-07-23,0,0
C000226,A0262,B002,2020-03-05,0,0
C000227,A0245,B007,2020-03-24,0,0
C000228,A0789,B014,2020-05-25,0,0
C000229,A0524,B019,2020-09-07,0,0
C000230,A0177,B031,2020-12-26,0,0
C000231,A0273,B034,2020-11-08,0,0
C000232,A0577,B001,2020-03-16,0,0
C000233,A0268,B057,2020-12-18,0,0
C000234,A0824,B025,2020-09-03,0,0
C000235,A0289,B023,2020-03-12,0,0
C000236,A0420,B023,2020-02-29,0,0
C000237,A0329,B021,2020-02-18,0,0
C000238,A0242,B046,2020-12-26,0,0
C000239,A0024,B032,2020-11-22,0,0
C000240,A0769,B029,2020-05-21,0,0
C000241,A0062,B026,2020-03-17,0,0
C000242,A0927,B055,2020-05-25,0,0
C000243,A0891,B041,2020-10-05,0,0
C000244,A0600,B012,2020-04-29,0,0
C000245,A0166,B034,2020-09-04,0,0
C000246,A0420,B015,2020-04-10,0,0
C000247,A0325,B005,2020-06-29,1,0
C000248,A0142,B018,2020-07-22,0,0
C000249,A0752,B024,2020-05-23,0,0
C000250,A0987,B017,2020-05-05,0,0
C000251,A0925,B044,2020-10-11,0,0
C000252,A0929,B057,2020-11-04,0,0
C000253,A0920,B008,2020-05-29,0,0
C000254,A0695,B056,2020-06-06,0,0
C000255,A0257,B039,2020-12-04,0,0
C000256,A0197,B058,2020-05-05,0,0
C000257,A0821,B059,2020-10-15,0,0
C000258,A0301,B002,2020-05-05,0,0
C000259,A0214,B024,2020-04-24,0,0
C000260,A0325,B024,2020-12-17,0,0
C000261,A0266,B049,2020-12-17,0,0
C000262,A0648,B020,2020-06-11,0,0
C000263,A0604,B055,2020-08-02,0,0
C000264,A0402,B031,2020-01-07,0,0
C000265,A0717,B034,2020-02-16,0,0
C000266,A0929,B019,2020-05-12,0,0
C000267,A0337,B023,2020-06-09,0,0
C000268,A0197,B038,2020-11-01,0,0
C000269,A0416,B025,2020-05-18,0,0
C000270,A0903,B014,2020-06-14,0,0
C000271,A0099,B017,2020-05-30,0,0
C000272,A0993,B021,2020-02-26,0,0
C000273,A0329,B016,2020-01-05,0,0
C000274,A0639,B004,2020-11-27,0,0
C000275,A0758,B027,2020-11-01,0,0
C000276,A0664,B030,2020-12-04,0,0
C000277,A0098,B001,2020-03-26,0,0
C000278,A0611,B024,2020-12-24,0,0
C000279,A0725,B001,2020-04-20,0,0
C000280,A0303,B030,2020-12-24,0,0
C000281,A0515,B008,2020-11-07,0,0
C000282,A0919,B051,2020-08-25,0,0
C000283,A0510,B001,2020-12-02,0,0
C000284,A0416,B014,2020-04-26,0,0
C000285,A0905,B036,2020-01-08,0,0
C000286,A0682,B015,2020-10-20,0,0
C000287,A0596,B046,2020-11-16,1,0
C000288,A0214,B051,2020-07-28,0,0
C000289,A0773,B028,2020-03-29,0,0
C000290,A0114,B055,2020-07-23,0,0
C000291,A0320,B032,2020-01-16,0,0
C000292,A0250,B024,2020-05-04,0,0
C000293,A0671,B023,2020-10-03,0,0
C000294,A0051,B024,2020-12-17,0,0
C000295,A0758,B016,2020-12-25,0,0
C000296,A0726,B005,2020-12-22,1,0
C000297,A0603,B032,2020-03-20,0,0
C000298,A0303,B022,2020-06-13,0,0
C000299,A0145,B017,2020-03-22,0,0
C000300,A0705,B031,2020-10-19,0,0
C000301,A0771,B046,2020-04-02,0,0
C000302,A0547,B036,2020-12-26,0,0
C000303,A0051,B023,2020-09-05,0,0
C000304,A0623,B016,2020-05-03,0,0
C000305,A0331,B024,2020-05-07,0,0
C000306,A0194,B054,2020-10-01,0,0
C000307,A0945,B011,2020-07-22,0,0
C000308,A0628,B002,2020-12-20,0,0
C000309,A0051,B019,2020-12-31,0,0
C000310,A0394,B041,2020-03-25,0,0
C000311,A0645,B001,2020-12-24,0,0
C000312,A0207,B033,2020-08-30,0,0
C000313,A0267,B002,2020-05-05,0,0
C000314,A0136,B033,2020-12-26,0,0
C000315,A0622,B019,2020-09-07,1,0
C000316,A0056,B008,2020-08-25,0,0
C000317,A0232,B051,2020-08-15,0,0
C000318,A0864,B035,2020-01-02,0,0
C000319,A0664,B021,2020-02-29,0,0
C000320,A0277,B060,2020-12-07,0,0
C000321,A0198,B001,2020-08-06,0,0
C000322,A0686,B012,2020-01-31,0,0
C000323,A0819,B035,2020-03-04,0,0
C000324,A0761,B023,2020-08-13,0,0
C000325,A0439,B036,2020-04-26,0,0
C000326,A0781,B037,2020-12-08,0,0
C000327,A0693,B036,2020-07-18,0,0
C000328,A0420,B002,2020-02-08,0,0
C000329,A0663,B002,2020-04-19,0,0
C000330,A0383,B046,2020-01-25,0,0
C000331,A0231,B002,2020-07-16,0,0
C000332,A0883,B020,2020-07-04,0,0
C000333,A0696,B036,2020-12-24,0,0
C000334,A0864,B022,2020-11-27,0,0
C000335,A0808,B027,2020-08-13,0,0
C000336,A0176,B002,2020-12-26,0,0
C000337,A0953,B036,2020-11-26,0,0
C000338,A0108,B003,2020-12-18,0,0
C000339,A0415,B031,2020-01-07,0,0
C000340,A0824,B026,2020-11-12,0,0
C000341,A0779,B008,2020-09-24,0,0
C000342,A0194,B019,2020-01-05,0,0
C000343,A0903,B031,2020-05-20,0,0
C000344,A0797,B006,2020-04-24,0,0
C000345,A0329,B034,2020-09-21,0,0
C000346,A0623,B010,2020-10-23,0,0
C000347,A0908,B021,2020-11-01,0,0
C000348,A0743,B021,2020-05-03,0,0
C000349,A0507,B018,2020-07-13,0,0
C000350,A0744,B016,2020-01-27,0,0
C000351,A0720,B008,2020-12-12,0,0
C000352,A0259,B039,2020-04-26,0,0
C000353,A0819,B004,2020-11-15,0,0
C000354,A0848,B035,2020-02-05,0,0
C000355,A0522,B033,2020-05-15,0,0
C000356,A0664,B053,2020-05-08,0,0
C000357,A0249,B023,2020-06-03,0,0
C000358,A0568,B025,2020-01-02,0,0
C000359,A0130,B008,2020-09-07,0,0
C000360,A0402,B027,2020-04-16,0,0
C000361,A0280,B054,2020-12-26,0,0
C000362,A0433,B051,2020-06-19,0,0
C000363,A0576,B058,2020-10-12,0,0
C000364,A0374,B026,2020-01-19,0,0
C000365,A0478,B046,2020-06-30,0,0
C000366,A0246,B055,2020-02-29,0,0
C000367,A0433,B020,2020-09-06,0,0
C000368,A0898,B004,2020-09-18,0,0
C000369,A0773,B037,2020-07-15,0,0
C000370,A0200,B005,2020-11-20,0,0
C000371,A0329,B046,2020-07-01,0,0
C000372,A0891,B038,2020-09-13,0,0
C000373,A0397,B030,2020-12-23,0,0
C000374,A0439,B032,2020-07-03,0,0
C000375,A0822,B036,2020-04-27,0,0
C000376,A0790,B038,2020-03-10,0,0
C000377,A0547,B022,2020-02-25,0,0
C000378,A0985,B027,2020-01-01,0,0
C000379,A0628,B004,2020-05-13,0,0
C000380,A0145,B054,2020-07-29,0,0
C000381,A0631,B032,2020-03-21,0,0
C000382,A0295,B014,2020-02-16,0,0
C000383,A0646,B037,2020-10-08,0,0
C000384,A0130,B002,2020-04-24,0,0
C000385,A0761,B040,2020-06-04,0,0
C000386,A0834,B038,2020-11-11,0,0
C000387,A0608,B001,2020-07-02,0,0
C000388,A0588,B023,2020-05-04,0,0
C000389,A0405,B023,2020-12-05,0,0
C000390,A0026,B018,2020-11-30,0,0
C000391,A0521,B046,2020-01-27,1,0
C000392,A0207,B020,2020-01-25,0,0
C000393,A0449,B024,2020-11-10,0,0
C000394,A0194,B038,2020-09-21,0,0
C000395,A0769,B058,2020-03-07,0,0
C000396,A0957,B018,2020-10-24,0,0
C000397,A0267,B026,2020-01-24,0,0
C000398,A0425,B019,2020-05-31,0,0
C000399,A0943,B032,2020-12-26,1,0
C000400,A0602,B008,2020-11-01,0,0
C000401,A0043,B001,2020-11-30,0,0
C000402,A0615,B037,2020-11-07,0,0
C000403,A0961,B017,2020-03-17,0,0
C000404,A0488,B051,2020-10-28,0,0
C000405,A0366,B021,2020-10-27,0,0
C000406,A0851,B034,2020-02-12,0,0
C000407,A0654,B018,2020-12-08,0,0
C000408,A0691,B024,2020-10-31,0,0
C000409,A0779,B013,2020-12-26,0,0
C000410,A0667,B037,2020-11-28,0,0
C000411,A0416,B025,2020-08-02,0,0
C000412,A0822,B025,2020-07-08,0,0
C000413,A0119,B025,2020-08-20,0,0
C000414,A0410,B006,2020-05-17,0,0
C000415,A0929,B047,2020-12-27,0,0
C000416,A0376,B041,2020-10-21,0,0
C000417,A0107,B027,2020-05-04,0,0
C000418,A0446,B047,2020-01-05,0,0
C000419,A0655,B020,2020-07-10,0,0
C000420,A0726,B020,2020-12-25,0,0
C000421,A0722,B013,2020-09-26,0,0
C000422,A0466,B016,2020-04-02,0,0
C000423,A0439,B027,2020-01-07,0,0
C000424,A0608,B022,2020-09-26,0,0
C000425,A0842,B037,2020-11-13,0,0
C000426,A0051,B002,2020-05-04,0,0
C000427,A0746,B021,2020-03-11,0,0
C000428,A0179,B034,2020-01-08,0,0
C000429,A0764,B024,2020-05-03,0,0
C000430,A0743,B017,2020-12-01,0,0
C000431,A0935,B006,2020-04-19,0,0
C000432,A0696,B041,2020-01-23,0,0
C000433,A0819,B037,2020-02-03,0,0
C000434,A0253,B033,2020-02-24,0,0
C000435,A0547,B051,2020-10-23,0,0
C000436,A0259,B042,2020-04-25,0,0
C000437,A0941,B023,2020-02-11,0,0
C000438,A0226,B004,2020-06-10,0,0
C000439,A0119,B015,2020-11-19,0,0
C000440,A0221,B038,2020-01-17,0,0
C000441,A0580,B023,2020-07-18,0,0
C000442,A0063,B022,2020-10-17,0,0
C000443,A0106,B028,2020-03-06,0,0
C000444,A0301,B028,2020-07-31,0,0
C000445,A0848,B052,2020-09-06,0,0
C000446,A0736,B035,2020-09-19,0,0
C000447,A0705,B021,2020-11-13,0,0
C000448,A0136,B018,2020-04-25,0,0
C000449,A0953,B021,2020-06-28,0,0
C000450,A0253,B031,2020-09-21,0,0
C000451,A0603,B017,2020-09-26,0,0
C000452,A0303,B017,2020-05-15,0,0
C000453,A0241,B034,2020-11-24,0,0
C000454,A0962,B060,2020-05-26,0,0
C000455,A0996,B021,2020-12-27,0,0
C000456,A0176,B046,2020-06-09,0,0
C000457,A0079,B013,2020-05-20,0,0
C000458,A0376,B023,2020-10-10,0,0
C000459,A0433,B007,2020-06-16,0,0
C000460,A0416,B033,2020-12-05,0,0
C000461,A0416,B024,2020-01-21,0,0
C000462,A0376,B020,2020-01-04,0,0
C000463,A0604,B013,2020-07-27,0,0
C000464,A0119,B024,2020-01-11,0,0
C000465,A0486,B035,2020-08-24,0,0
C000466,A0085,B057,2020-05-11,0,0
C000467,A0086,B054,2020-07-06,0,0
C000468,A0877,B018,2020-08-15,1,0
C000469,A0200,B017,2020-01-27,0,0
C000470,A0305,B022,2020-12-09,0,0
C000471,A0433,B020,2020-12-24,0,0
C000472,A0233,B053,2020-10-14,0,0
C000473,A0289,B026,2020-01-01,0,0
C000474,A0115,B005,2020-11-05,0,0
C000475,A0648,B007,2020-07-23,0,0
C000476,A0433,B029,2020-02-20,0,0
C000477,A0416,B056,2020-01-24,1,0
C000478,A0200,B015,2020-02-25,0,0
C000479,A0603,B024,2020-09-18,0,0
C000480,A0445,B005,2020-04-27,0,0
C000481,A0249,B048,2020-03-08,0,0
C000482,A0374,B021,2020-12-20,0,0
C000483,A0194,B017,2020-03-29,0,0
C000484,A0619,B047,2020-05-29,0,0
C000485,A0239,B004,2020-02-04,0,0
C000486,A0879,B048,2020-04-07,0,0
C000487,A0803,B006,2020-06-04,1,0
C000488,A0979,B004,2020-09-28,0,0
C000489,A0872,B056,2020-09-24,0,0
C000490,A0371,B021,2020-06-03,0,0
C000491,A0574,B020,2020-08-23,0,0
C000492,A0824,B031,2020-10-20,0,0
C000493,A0295,B002,2020-03-26,0,0
C000494,A0564,B014,2020-10-08,0,0
C000495,A0075,B033,2020-10-17,0,0
C000496,A0946,B050,2020-08-10,0,0
C000497,A0761,B014,2020-04-01,0,0
C000498,A0819,B035,2020-09-27,0,0
C000499,A0082,B039,2020-12-09,0,0
C000500,A0115,B001,2020-11-28,0,0
C000501,A0433,B040,2020-03-12,0,0
C000502,A0325,B013,2020-06-03,0,0
C000503,A0320,B046,2020-08-26,0,0
C000504,A0547,B005,2020-02-09,0,0
C000505,A0949,B009,2020-01-30,0,0
C000506,A0416,B046,2020-04-29,0,0
C000507,A0325,B038,2020-11-25,0,0
C000508,A0160,B039,2020-06-25,0,0
C000509,A0425,B055,2020-10-02,0,0
C000510,A0822,B017,2020-09-22,0,0
C000511,A0325,B022,2020-09-13,0,0
C000512,A0725,B002,2020-10-02,0,0
C000513,A0544,B037,2020-04-18,0,0
C000514,A0118,B025,2020-03-29,0,0
C000515,A0716,B019,2020-12-25,0,0
C000516,A0522,B058,2020-02-16,0,0
C000517,A0670,B030,2020-01-26,0,0
C000518,A0482,B040,2020-07-11,0,0
C000519,A0891,B023,2020-01-11,0,0
C000520,A0823,B019,2020-11-26,0,0
C000521,A0262,B008,2020-10-12,0,0
C000522,A0142,B056,2020-12-26,0,0
C000523,A0188,B021,2020-07-17,0,0
C000524,A0394,B033,2020-09-17,0,0
C000525,A0910,B057,2020-11-13,0,0
C000526,A0135,B023,2020-12-29,0,0
C000527,A0394,B032,2020-04-27,0,0
C000528,A0833,B021,2020-10-29,0,0
C000529,A0406,B032,2020-12-26,0,0
C000530,A0402,B053,2020-05-14,0,0
C000531,A0090,B025,2020-07-14,0,0
C000532,A0824,B011,2020-10-21,0,0
C000533,A0241,B019,2020-02-03,0,0
C000534,A0769,B021,2020-05-02,0,0
C000535,A0123,B038,2020-01-19,0,0
C000536,A0221,B025,2020-08-06,0,0
C000537,A0732,B035,2020-08-04,0,0
C000538,A0984,B032,2020-01-20,0,0
C000539,A0939,B020,2020-12-20,0,0
C000540,A0879,B018,2020-12-24,0,0
C000541,A0902,B026,2020-03-14,0,0
C000542,A0929,B051,2020-01-01,0,0
C000543,A0649,B037,2020-09-23,0,0
C000544,A0949,B058,2020-11-23,0,0
C000545,A0142,B021,2020-01-06,0,0
C000546,A0415,B020,2020-01-11,0,0
C000547,A0848,B049,2020-09-26,0,0
C000548,A0720,B014,2020-12-29,0,0
C000549,A0877,B040,2020-03-21,0,0
C000550,A0262,B022,2020-11-26,0,0
C000551,A0101,B001,2020-06-29,0,0
C000552,A0845,B048,2020-05-03,0,0
C000553,A0433,B018,2020-02-10,0,0
C000554,A0956,B046,2020-06-01,0,0
C000555,A0745,B023,2020-02-23,0,0
C000556,A0944,B016,2020-10-17,0,0
C000557,A0802,B047,2020-08-29,0,0
C000558,A0459,B019,2020-04-28,0,0
C000559,A0268,B041,2020-02-04,0,0
C000560,A0101,B027,2020-07-18,0,0
C000561,A0020,B036,2020-10-10,0,0
C000562,A0449,B021,2020-04-27,0,0
C000563,A0376,B006,2020-09-13,0,0
C000564,A0065,B020,2020-01-24,0,0
C000565,A0977,B006,2020-09-25,0,0
C000566,A0668,B018,2020-05-12,0,0
C000567,A0416,B020,2020-11-23,0,0
C000568,A0663,B054,2020-01-15,0,0
C000569,A0667,B025,2020-08-11,0,0
C000570,A0824,B012,2020-04-24,0,0
C000571,A0602,B018,2020-07-07,0,0
C000572,A0179,B002,2020-12-24,0,0
C000573,A0026,B035,2020-05-04,0,0
C000574,A0198,B032,2020-03-14,0,0
C000575,A0943,B001,2020-01-02,0,0
C000576,A0402,B005,2020-10-28,0,0
C000577,A0079,B006,2020-02-15,0,0
C000578,A0406,B007,2020-02-25,0,0
C000579,A0399,B021,2020-11-08,0,0
C000580,A0082,B002,2020-08-06,0,0
C000581,A0522,B020,2020-01-01,0,0
C000582,A0287,B022,2020-03-21,0,0
C000583,A0615,B018,2020-12-18,0,0
C000584,A0221,B012,2020-02-14,0,0
C000585,A0726,B005,2020-02-06,0,0
C000586,A0511,B027,2020-08-23,1,0
C000587,A0297,B037,2020-06-06,0,0
C000588,A0405,B055,2020-04-16,0,0
C000589,A0903,B019,2020-04-24,0,0
C000590,A0857,B018,2020-08-09,0,0
C000591,A0320,B038,2020-05-30,0,0
C000592,A0996,B003,2020-03-26,0,0
C000593,A0115,B058,2020-06-30,0,0
C000594,A0320,B019,2020-07-11,0,0
C000595,A0329,B021,2020-08-06,0,0
C000596,A0589,B007,2020-11-28,0,0
C000597,A0744,B019,2020-10-20,0,0
C000598,A0630,B060,2020-08-18,0,0
C000599,A0803,B058,2020-12-05,0,0
C000600,A0267,B018,2020-06-07,0,0
C000601,A0541,B007,2020-08-22,0,0
C000602,A0649,B017,2020-08-29,0,0
C000603,A0726,B058,2020-02-18,0,0
C000604,A0726,B005,2020-12-11,0,0
C000605,A0491,B055,2020-04-18,0,0
C000606,A0194,B027,2020-09-11,0,0
C000607,A0851,B038,2020-03-06,0,0
C000608,A0468,B046,2020-01-12,0,0
C000609,A0773,B025,2020-11-08,0,0
C000610,A0221,B032,2020-11-20,0,0
C000611,A0231,B026,2020-05-31,0,0
C000612,A0242,B048,2020-12-14,0,0
C000613,A0439,B004,2020-12-30,0,0
C000614,A0486,B025,2020-03-07,0,0
C000615,A0897,B051,2020-11-01,0,0
C000616,A0943,B023,2020-02-05,0,0
C000617,A0570,B020,2020-01-02,0,0
C000618,A0510,B036,2020-02-14,0,0
C000619,A0522,B022,2020-11-10,0,0
C000620,A0405,B022,2020-12-26,0,0
C000621,A0546,B032,2020-12-29,0,0
C000622,A0603,B014,2020-02-08,0,0
C000623,A0255,B032,2020-06-05,0,0
C000624,A0891,B020,2020-10-14,0,0
C000625,A0919,B020,2020-04-22,0,0
C000626,A0522,B039,2020-03-25,0,0
C000627,A0471,B046,2020-04-26,0,0
C000628,A0758,B009,2020-01-07,0,0
C000629,A0803,B024,2020-06-13,0,0
C000630,A0284,B005,2020-02-04,0,0
C000631,A0231,B051,2020-10-02,0,0
C000632,A0897,B046,2020-06-19,0,0
C000633,A0287,B028,2020-10-12,0,0
